Ctrl4,Ctrl5,Ctrl6,pyg4,pyg5,pyg6
WBGene00000777,4390,3213,3168,4765,3222,2013
WBGene00000778,112,84,76,104,88,27
WBGene00000779,13590,7061,10132,7433,10582,6328
WBGene00000780,1913,1180,1393,1218,1384,731
WBGene00000781,16839,9033,10919,13857,9686,5947
WBGene00000782,130,3,6,2,1,1
WBGene00000783,5821,4103,6786,4256,3942,2147
WBGene00000784,13694,7519,9414,11609,10665,4563
WBGene00000785,5985,2277,2360,5926,3253,1522
WBGene00000786,81528,47426,61704,60898,57869,26915
WBGene00000787,972,692,653,951,603,422
WBGene00000788,37143,20365,26273,24899,28901,12998
WBGene00000789,5229,3516,4693,3666,3548,1569
WBGene00000792,570,300,387,709,393,202
WBGene00000793,1881,953,1149,2060,1014,662
WBGene00000794,2783,1606,1497,3416,1685,986
WBGene00000795,438,309,344,493,317,192
WBGene00000796,2425,1739,1774,3694,1603,1214
WBGene00000797,335,236,241,432,263,145
WBGene00000798,216,135,118,210,160,90
WBGene00000799,595,439,623,571,548,311
WBGene00000800,5469,3282,3702,5570,3469,1855
WBGene00000801,139,94,79,133,101,37
WBGene00000802,38023,22750,28389,29852,22232,13719
WBGene00000803,702,433,506,987,496,331
WBGene00000804,1509,810,746,1668,862,568
WBGene00000812,2287,1482,1685,2823,1653,1002
WBGene00000813,1724,1364,1364,2399,1255,825
WBGene00000814,2540,1940,1940,3777,1847,1199
WBGene00000815,1666,1274,1306,2376,1276,750
WBGene00000816,1682,1249,1303,2273,1294,733
WBGene00000817,1581,1145,1142,1974,1169,675
WBGene00000818,1789,1209,1260,2313,1166,780
WBGene00000819,33,12,16,50,14,15
WBGene00000820,29,16,20,7,8,9
WBGene00000821,1,1,3,1,1,0
WBGene00000822,6089,3548,5727,3850,4279,2380
WBGene00000829,39643,34172,43487,42783,34535,21107
WBGene00000830,708,348,504,780,349,136
WBGene00000831,3386,2337,2947,2271,2707,1430
WBGene00000832,945,497,630,913,622,271
WBGene00000833,17137,10549,13016,14128,11067,6771
WBGene00000834,4810,2941,3666,6256,3456,1812
WBGene00000835,1264,913,881,796,1041,633
WBGene00000836,4193,2684,3010,5164,2823,1647
WBGene00000837,6609,4001,4629,7641,4297,2812
WBGene00000838,5769,3456,3858,7317,3480,2368
WBGene00000839,1733,1292,1323,2450,1174,765
WBGene00000840,1659,1106,1338,2433,1179,694
WBGene00000841,573,454,630,644,521,244
WBGene00000843,2502,1777,1829,2638,1767,893
WBGene00000845,701,477,665,735,650,342
WBGene00000846,1789,1317,1350,2848,1317,925
WBGene00000851,1,2,4,2,5,1
WBGene00000853,120,98,114,50,75,42
WBGene00000854,1103,713,736,1649,791,470
WBGene00000857,336,233,276,302,279,114
WBGene00000858,172,132,139,178,107,64
WBGene00000859,1,0,0,1,1,0
WBGene00000860,0,0,0,0,2,0
WBGene00000861,1,1,0,2,0,1
WBGene00000862,30,26,18,40,23,17
WBGene00000863,1700,1118,1075,2719,1062,710
WBGene00000864,11,9,20,13,9,4
WBGene00000865,6027,3854,3706,8418,3675,2684
WBGene00000866,1925,1402,1253,2940,1237,960
WBGene00000867,3373,2385,2136,5294,2246,1737
WBGene00000868,11769,7667,6543,17156,7251,5726
WBGene00000869,8816,5302,6451,7747,5957,3379
WBGene00000870,234,134,133,343,150,98
WBGene00000871,2468,1932,1741,4359,1683,1124
WBGene00000872,4305,2466,3093,4801,2864,1666
WBGene00000874,2403,1505,1762,3188,1628,902
WBGene00000875,4388,2555,2443,5860,2343,1653
WBGene00000876,2206,1485,1510,2377,1447,995
WBGene00000877,1391,888,883,1246,920,560
WBGene00000878,237,126,210,87,195,99
WBGene00000879,2409,1453,1583,1407,1725,1213
WBGene00000880,1356,1115,1104,1904,1063,733
WBGene00000881,17311,9133,11490,10601,11715,5711
WBGene00000882,934,553,671,495,638,243
WBGene00000883,28558,17249,17130,23731,18918,10456
WBGene00000884,755,462,445,841,443,273
WBGene00000885,539,454,357,749,381,308
WBGene00000886,420,283,263,367,292,213
WBGene00000887,694,478,497,705,470,270
WBGene00000888,608,487,351,621,445,314
WBGene00000889,1824,1158,1145,1904,1261,663
WBGene00000890,1209,902,797,1704,874,515
WBGene00000891,1475,1045,1026,2087,1007,616
WBGene00000892,1032,756,791,1562,802,477
WBGene00000893,35,32,25,38,10,12
WBGene00000894,8960,6151,6363,11440,6304,3919
WBGene00000895,104,53,91,96,93,50
WBGene00000896,2087,1473,1547,1696,1673,1068
WBGene00000897,1257,773,862,1317,827,428
WBGene00000898,4873,2602,3484,6348,2746,1610
WBGene00000899,1338,766,1009,1342,825,507
WBGene00000900,1493,944,1203,1563,1100,629
WBGene00000901,2614,1357,1802,2843,1558,926
WBGene00000902,64,54,59,83,68,46
WBGene00000903,362,199,280,303,256,145
WBGene00000904,1249,657,797,1660,613,297
WBGene00000905,67,40,33,72,37,22
WBGene00000906,40,31,36,54,25,15
WBGene00000907,34,23,32,52,29,19
WBGene00000908,1718,1073,1656,1740,1206,813
WBGene00000910,634,478,425,742,439,263
WBGene00000911,4719,3013,3838,7202,3119,2095
WBGene00000912,7225,4582,6132,9278,5494,3269
WBGene00000913,10019,6907,6881,17429,6467,4852
WBGene00000914,716,471,584,1114,444,332
WBGene00000915,74804,39568,38616,88592,38019,21388
WBGene00000917,918,562,593,938,663,381
WBGene00000920,326,174,241,225,249,110
WBGene00000928,639,309,251,504,271,100
WBGene00000929,2064,1219,1717,1884,1445,688
WBGene00000930,3,2,1,2,0,2
WBGene00000931,4404,3108,3089,4635,2875,2071
WBGene00000932,84,10,8,14,8,4
WBGene00000933,897,670,624,972,614,343
WBGene00000934,49,39,49,47,40,23
WBGene00000935,4402,3273,2880,6720,2768,2393
WBGene00000936,406,181,240,352,179,135
WBGene00000937,1114,848,910,1524,902,544
WBGene00000938,2386,1503,1909,3522,1425,1180
WBGene00000939,3031,2071,2586,5178,2113,1580
WBGene00000940,985,735,723,1298,737,432
WBGene00000941,1042,580,618,551,715,433
WBGene00000942,3629,2008,3014,3249,2405,1486
WBGene00000950,327,198,320,277,265,130
WBGene00000951,139,95,116,150,113,79
WBGene00000952,43,21,42,43,36,14
WBGene00000953,14,20,18,32,21,12
WBGene00000955,174,90,122,174,131,72
WBGene00000958,381,230,331,344,268,132
WBGene00000959,1571,917,1295,1303,1124,550
WBGene00000960,28,28,26,32,30,15
WBGene00000961,2296,1415,1915,2254,1725,1013
WBGene00000962,18592,10481,16693,22892,12325,7373
WBGene00000963,1146,820,1105,1150,787,487
WBGene00000964,647,409,571,560,451,270
WBGene00000965,1321,1032,984,1640,1011,533
WBGene00000966,1004,872,1205,487,864,452
WBGene00000967,5934,4405,6149,4204,5119,2551
WBGene00000968,103,74,85,92,110,58
WBGene00000969,668,677,712,488,817,268
WBGene00000970,2176,1621,1928,2400,1774,963
WBGene00000971,174,133,157,133,125,74
WBGene00000972,105,24,51,158,57,34
WBGene00000973,2322,1362,1571,1957,1602,725
WBGene00000974,342,250,230,385,272,122
WBGene00000975,1923,1216,1319,1571,1243,559
WBGene00000976,3199,1924,2442,2647,2278,1275
WBGene00000977,1266,700,1167,752,834,333
WBGene00000978,27,11,31,15,16,8
WBGene00000979,20,12,8,29,22,13
WBGene00000980,349,259,310,574,310,153
WBGene00000981,1401,1129,1429,1307,1222,718
WBGene00000982,1681,1376,1880,1637,1592,777
WBGene00000983,1400,1128,1781,783,1447,580
WBGene00000984,937,717,951,606,755,367
WBGene00000985,4981,3461,3905,5109,3521,2127
WBGene00000986,158,98,97,136,159,37
WBGene00000987,1051,706,718,1157,662,411
WBGene00000988,2236,1135,1270,1103,1251,464
WBGene00000989,3139,2815,3972,1437,4686,1716
WBGene00000990,356,258,263,394,295,144
WBGene00000991,9999,6211,8448,8086,7744,3497
WBGene00000992,260,166,238,158,201,122
WBGene00000993,1038,660,829,902,794,376
WBGene00000994,977,688,795,1678,646,498
WBGene00000995,1201,695,827,1698,705,507
WBGene00000996,3900,2757,3236,3827,3230,1459
WBGene00000998,3869,2160,4736,4369,2933,1942
WBGene00001000,5611,3190,4677,4589,4241,2705
WBGene00001001,1963,1354,1475,2556,1279,733
WBGene00001002,1406,940,840,2124,922,595
WBGene00001005,5218,3773,3844,4860,3921,2895
WBGene00001006,2611,1585,1960,2622,1636,1059
WBGene00001007,3430,2040,2316,3672,2438,1293
WBGene00001008,4332,2622,3896,4630,3449,1881
WBGene00001016,2047,1345,1313,3043,1239,845
WBGene00001017,5753,3751,4607,7442,4162,2403
WBGene00001018,1633,1221,1319,2110,1263,716
WBGene00001019,2129,1527,1782,2686,1598,1119
WBGene00001020,1053,829,843,1630,847,478
WBGene00001021,172,145,113,166,139,100
WBGene00001022,370,280,281,530,308,191
WBGene00001023,8062,5203,5331,12953,4946,3533
WBGene00001025,2383,1633,2225,2473,1850,1102
WBGene00001026,2157,1553,1744,3604,1495,985
WBGene00001027,1015,759,773,1381,766,484
WBGene00001028,1195,848,943,1463,912,581
WBGene00001029,4488,3314,3511,6294,3113,2319
WBGene00001030,7884,4589,4366,9187,4696,2901
WBGene00001031,10432,4473,4165,12096,4170,2558
WBGene00001032,1163,788,924,1213,913,523
WBGene00001033,466,387,394,475,346,285
WBGene00001034,2016,1383,1671,2423,1483,851
WBGene00001035,959,791,700,1209,716,536
WBGene00001036,284,276,249,347,258,195
WBGene00001037,7372,5002,4904,7648,4996,3120
WBGene00001038,11664,8792,11227,11921,8893,5574
WBGene00001039,385,286,311,273,334,148
WBGene00001040,1128,957,877,1580,920,629
WBGene00001041,1490,947,880,1802,967,546
WBGene00001042,622,339,499,483,434,249
WBGene00001043,2325,1534,1769,2966,1621,1031
WBGene00001044,346,211,226,562,193,120
WBGene00001045,1212,663,951,1634,875,426
WBGene00001046,809,577,517,1406,534,389
WBGene00001047,6119,4138,4682,6785,4575,2741
WBGene00001048,828,677,602,842,637,383
WBGene00001049,1275,865,776,1794,795,493
WBGene00001050,631,497,537,903,463,292
WBGene00001051,2209,1675,1500,3311,1413,1249
WBGene00001052,88,83,95,87,92,50
WBGene00001053,200,94,189,200,163,81
WBGene00001054,289,168,244,265,205,137
WBGene00001055,3601,2536,3212,3685,2929,1368
WBGene00001056,7204,5053,5907,10340,5289,3377
WBGene00001057,1934,1384,1527,2479,1436,834
WBGene00001058,8585,5184,5962,9558,5566,2924
WBGene00001059,700,376,524,460,395,174
WBGene00001060,1296,923,1030,2046,915,612
WBGene00001061,1929,1510,1408,3122,1361,1026
WBGene00001062,0,0,0,0,1,0
WBGene00001063,126,92,65,199,56,30
WBGene00001064,256,137,64,257,56,28
WBGene00001065,248,69,48,230,40,22
WBGene00001066,1005,388,16,1161,120,40
WBGene00001067,706,328,3,1050,99,21
WBGene00001068,486,233,276,445,244,179
WBGene00001069,278,118,75,265,56,31
WBGene00001070,271,96,41,333,62,23
WBGene00001071,147,63,42,145,49,16
WBGene00001072,403,226,189,462,116,78
WBGene00001073,4009,2521,2984,4488,2798,1814
WBGene00001074,1035,418,13,1158,120,51
WBGene00001075,1146,821,823,760,468,345
WBGene00001076,1564,928,1006,1072,473,396
WBGene00001077,2106,1324,1717,1777,1718,835
WBGene00001078,185,127,154,287,138,80
WBGene00001079,15,7,0,38,4,0
WBGene00001080,2245,1131,1481,2461,1293,770
WBGene00001081,3915,2098,3750,4376,2442,1898
WBGene00001082,1839,1170,1461,1978,1408,792
WBGene00001085,3259,2156,2316,4750,2173,1481
WBGene00001086,2053,1148,1525,2498,1259,789
WBGene00001087,2476,1466,1609,3831,1550,994
WBGene00001088,2371,1542,1555,2360,1678,1118
WBGene00001089,2027,1162,1545,2336,1240,682
WBGene00001090,1620,1128,1407,2317,1163,765
WBGene00001091,3130,2220,2943,4406,2532,1492
WBGene00001092,986,660,637,1148,696,416
WBGene00001093,3583,2374,2626,5006,2411,1579
WBGene00001094,5696,4023,4000,6774,3969,2238
WBGene00001095,455,362,348,619,358,212
WBGene00001096,6,8,5,7,4,2
WBGene00001099,3807,2688,3909,3698,2772,1572
WBGene00001101,1386,978,1119,1749,937,624
WBGene00001102,1869,1163,1167,2731,1084,696
WBGene00001103,31,23,16,27,16,11
WBGene00001104,173,106,90,191,107,58
WBGene00001105,104,52,49,98,36,29
WBGene00001106,5,3,4,4,4,3
WBGene00001107,5,1,1,5,4,1
WBGene00001108,30,28,21,29,13,9
WBGene00001109,9,9,8,10,9,4
WBGene00001110,667,483,516,1069,480,348
WBGene00001111,8,5,11,8,4,2
WBGene00001112,1652,1290,1308,3111,1110,841
WBGene00001113,1215,568,683,1015,771,417
WBGene00001115,299,241,242,299,258,163
WBGene00001116,304,188,299,332,241,149
WBGene00001117,61,39,60,66,48,31
WBGene00001118,218,137,156,229,162,75
WBGene00001119,192,72,85,238,99,58
WBGene00001121,33,13,25,36,21,12
WBGene00001122,97,77,90,84,83,45
WBGene00001123,107,77,81,95,77,54
WBGene00001127,43,20,31,48,40,25
WBGene00001129,16,12,9,21,14,7
WBGene00001130,3674,2101,2488,3546,2281,1312
WBGene00001131,3618,2016,3323,3556,2491,1409
WBGene00001132,3831,2190,3336,3599,2692,1624
WBGene00001133,29,24,33,40,28,15
WBGene00001134,2920,1982,2534,3802,2295,1510
WBGene00001135,143,62,97,158,86,34
WBGene00001136,10,12,11,17,7,9
WBGene00001137,31013,17990,24414,28890,19602,12116
WBGene00001145,841,526,649,981,577,333
WBGene00001147,7,8,1,3,7,0
WBGene00001148,1066,651,666,1177,608,428
WBGene00001149,12164,7531,11542,12422,9240,5376
WBGene00001150,146,132,204,132,161,84
WBGene00001151,487,337,305,586,355,177
WBGene00001152,734,489,665,573,650,322
WBGene00001153,3347,2086,2591,3363,2385,1324
WBGene00001154,1107,607,681,923,672,358
WBGene00001155,18994,10976,14706,13596,12796,6229
WBGene00001156,8912,4696,4801,9061,5686,2692
WBGene00001157,745,675,840,808,704,349
WBGene00001158,250,189,195,134,76,52
WBGene00001159,241,143,201,199,181,108
WBGene00001160,3828,2182,2530,4212,2141,1206
WBGene00001161,1265,867,756,1837,778,533
WBGene00001162,545,384,406,780,397,225
WBGene00001163,146,114,130,192,125,57
WBGene00001164,150,83,128,107,127,55
WBGene00001165,788,506,609,680,548,309
WBGene00001166,4474,3081,3049,5869,3032,1808
WBGene00001167,139528,76893,91011,119514,83138,48580
WBGene00001168,246952,128003,138656,227290,139269,82973
WBGene00001169,36864,19747,26059,28879,24563,13274
WBGene00001170,36,31,28,49,25,20
WBGene00001171,169,66,127,166,108,51
WBGene00001172,8345,4672,6256,7501,5324,3063
WBGene00001173,17137,10879,14095,17317,11786,6957
WBGene00001174,70,46,72,54,45,34
WBGene00001175,232,123,162,288,155,102
WBGene00001177,5328,3038,4406,5148,3539,2007
WBGene00001178,1001,713,916,1152,794,541
WBGene00001179,1215,682,936,1271,775,431
WBGene00001182,888,652,913,954,787,476
WBGene00001184,602,380,630,588,446,275
WBGene00001185,7,8,3,7,5,5
WBGene00001186,965,550,531,1343,514,393
WBGene00001187,1132,680,1179,1309,785,510
WBGene00001188,239,149,183,232,182,103
WBGene00001189,5849,3289,4169,4741,3780,2008
WBGene00001190,235,133,197,190,178,110
WBGene00001193,335,215,277,423,248,152
WBGene00001194,4867,3047,3196,6284,2918,2088
WBGene00001196,4202,2531,3361,4363,2903,1722
WBGene00001202,131,77,98,113,99,46
WBGene00001204,32,23,23,49,25,11
WBGene00001207,265,129,126,257,116,79
WBGene00001208,2220,1570,1907,2957,1576,885
WBGene00001209,8103,5170,5378,9512,5128,3176
WBGene00001210,128,84,73,118,51,33
WBGene00001211,27,21,30,28,33,15
WBGene00001214,1290,933,982,1867,792,604
WBGene00001215,3164,1921,2365,3811,2151,1305
WBGene00001223,6,4,1,0,1,0
WBGene00001224,2196,1459,1569,2874,1495,980
WBGene00001225,6942,3870,4216,7232,4112,2347
WBGene00001226,6511,4566,5021,8339,4564,2772
WBGene00001227,5119,3162,3334,5493,3127,1658
WBGene00001228,3964,2582,2772,4543,2860,1562
WBGene00001229,2780,1923,2032,3243,1978,1041
WBGene00001230,2808,1708,1721,2957,1606,987
WBGene00001231,2136,1482,1491,2701,1430,831
WBGene00001232,4155,2289,2414,4622,2551,1455
WBGene00001233,1534,1142,1111,1580,1202,705
WBGene00001234,2349,1355,1395,2278,1448,855
WBGene00001235,831,445,467,660,551,348
WBGene00001236,1186,601,720,880,656,419
WBGene00001237,10,3,2,12,2,3
WBGene00001239,12696,8488,10134,12385,10156,6041
WBGene00001240,10206,7486,8283,11125,8353,4090
WBGene00001241,3722,2654,3580,4272,3181,1856
WBGene00001242,80,43,63,83,56,40
WBGene00001243,7613,6436,8273,6593,7733,4285
WBGene00001244,15669,12299,15569,13509,13830,5755
WBGene00001245,23,6,14,5,13,7
WBGene00001246,37,25,32,11,27,14
WBGene00001247,314,218,266,305,258,111
WBGene00001248,628,350,540,541,465,197
WBGene00001249,261,161,187,367,179,115
WBGene00001250,1396,908,1141,1362,1036,546
WBGene00001251,956,726,1105,776,864,555
WBGene00001252,24,20,37,13,36,19
WBGene00001253,162,106,100,155,90,60
WBGene00001258,3174,2159,2492,4590,2261,1484
WBGene00001259,7392,5058,5601,10481,4998,3326
WBGene00001262,8891,4249,5084,10564,4815,2485
WBGene00001263,27631,13654,23011,22169,18239,10381
WBGene00001281,1394,1080,996,2126,930,599
WBGene00001284,1994,1331,1543,3170,1354,811
WBGene00001303,4961,3443,3902,3222,4031,2589
WBGene00001309,1316,871,879,1585,828,627
WBGene00001310,10,5,16,7,2,6
WBGene00001311,9,2,2,24,11,7
WBGene00001320,3420,2229,2168,4955,2165,1633
WBGene00001324,1616,1037,1126,2307,1036,666
WBGene00001325,762,480,591,946,552,329
WBGene00001328,7558,3983,8097,9327,5864,3595
WBGene00001329,4892,2673,3024,5042,2989,1861
WBGene00001330,3319,2232,3134,2779,2440,1410
WBGene00001331,2404,1718,2167,2456,1888,1080
WBGene00001332,1067,867,750,1660,764,498
WBGene00001333,10220,6662,8986,11243,7366,4606
WBGene00001334,2789,1989,2249,3540,2240,1342
WBGene00001335,544,406,486,685,459,290
WBGene00001336,4783,2975,3200,5441,2960,1605
WBGene00001337,6939,4324,5279,7699,4618,2745
WBGene00001338,533,446,444,654,400,244
WBGene00001340,3277,1973,2361,3729,2099,1264
WBGene00001345,1325,696,780,1271,743,475
WBGene00001352,2693,1931,2239,4456,1737,1370
WBGene00001358,338,274,233,413,247,176
WBGene00001365,563,445,523,770,397,292
WBGene00001366,993,674,857,1202,725,403
WBGene00001368,654,430,593,615,508,290
WBGene00001371,1121,688,755,890,748,440
WBGene00001372,1460,904,792,1692,884,539
WBGene00001373,44,24,28,38,28,17
WBGene00001374,198,153,167,198,167,72
WBGene00001377,163,75,93,159,82,54
WBGene00001385,80407,46919,64406,45255,63706,40023
WBGene00001386,287021,187568,251148,170425,245544,157039
WBGene00001387,28412,28426,34413,10929,32160,9255
WBGene00001388,125,89,125,98,106,51
WBGene00001389,249,230,286,186,235,134
WBGene00001390,9063,6649,8457,8122,8562,5609
WBGene00001391,270,104,107,163,110,38
WBGene00001392,5868,4109,5887,4650,4554,2463
WBGene00001393,38431,26852,36684,25935,31448,15220
WBGene00001394,132923,90924,110331,100404,102249,50164
WBGene00001395,9153,6923,8884,8014,7817,3520
WBGene00001396,20376,15442,19463,17444,16400,7429
WBGene00001397,17067,11982,14510,15967,16063,6704
WBGene00001398,42816,26793,31633,41013,29850,14855
WBGene00001399,13296,8428,7678,24286,11516,5953
WBGene00001400,24,11,10,13,12,8
WBGene00001401,299,254,188,387,174,133
WBGene00001402,216,163,145,193,177,99
WBGene00001403,882,527,728,1062,697,331
WBGene00001404,8024,4860,6295,6241,5641,2841
WBGene00001405,2515,1832,2052,2824,1811,1130
WBGene00001406,416,306,347,535,321,214
WBGene00001410,201,120,116,184,119,76
WBGene00001411,2052,1356,1508,2412,1334,722
WBGene00001412,2998,1797,1727,3950,1784,1003
WBGene00001413,799,664,548,1612,609,418
WBGene00001414,146,67,128,73,76,62
WBGene00001423,9319,5362,4636,8916,5358,2741
WBGene00001424,17,4,8,3,12,7
WBGene00001425,1179,665,699,997,750,474
WBGene00001426,3917,2599,3228,2993,3029,1850
WBGene00001427,3946,2779,2745,2673,2957,2005
WBGene00001428,1267,916,1177,866,1088,506
WBGene00001429,96,57,54,70,74,35
WBGene00001430,1075,658,823,864,899,398
WBGene00001431,5734,3439,3151,6623,3363,2055
WBGene00001432,136,117,140,83,125,63
WBGene00001433,220,145,183,116,186,85
WBGene00001434,31,15,19,35,12,12
WBGene00001435,40,35,23,83,31,22
WBGene00001436,51,44,30,96,46,28
WBGene00001437,22,16,14,41,25,17
WBGene00001438,130,81,107,81,96,44
WBGene00001439,1338,613,728,1373,645,427
WBGene00001440,44,21,38,58,41,26
WBGene00001441,2792,1900,2856,2999,2175,1480
WBGene00001442,15,13,18,7,19,10
WBGene00001443,3044,2060,2412,4634,2025,1312
WBGene00001444,1386,838,1052,953,1052,490
WBGene00001445,244,146,156,113,163,105
WBGene00001446,1002,613,774,692,762,388
WBGene00001447,248,202,278,152,236,144
WBGene00001448,439,291,373,284,335,199
WBGene00001449,1413,946,1087,1061,1200,626
WBGene00001450,428,281,320,290,326,153
WBGene00001451,242,162,215,119,218,98
WBGene00001452,1408,1016,1160,1091,1211,645
WBGene00001453,546,419,591,420,547,346
WBGene00001454,1063,658,837,586,798,385
WBGene00001455,598,384,474,294,584,251
WBGene00001456,458,294,342,279,304,165
WBGene00001457,1352,809,918,776,961,461
WBGene00001458,440,310,368,201,373,190
WBGene00001459,632,450,543,432,548,314
WBGene00001460,577,453,538,366,449,228
WBGene00001461,1877,1159,1408,1478,1421,619
WBGene00001462,447,261,345,235,341,193
WBGene00001463,138,93,129,79,148,75
WBGene00001464,170,80,112,80,109,46
WBGene00001465,374,232,348,268,296,157
WBGene00001466,118,77,99,102,106,38
WBGene00001468,105,74,135,103,96,56
WBGene00001470,1252,788,1194,1957,964,586
WBGene00001475,386,255,362,453,255,143
WBGene00001476,631,311,271,661,449,187
WBGene00001477,51,38,41,62,23,17
WBGene00001478,1924,1603,2352,1088,2188,786
WBGene00001479,2494,1817,2224,1969,2396,1162
WBGene00001480,938,595,786,866,920,400
WBGene00001481,1372,685,696,1961,769,477
WBGene00001482,431,379,325,698,369,255
WBGene00001483,143,83,67,169,110,58
WBGene00001484,415,227,259,534,259,171
WBGene00001485,1060,758,780,1434,791,477
WBGene00001486,253,200,228,303,228,113
WBGene00001487,58,34,54,17,35,24
WBGene00001488,13646,8290,12404,12369,10081,5674
WBGene00001489,1969,1475,1783,2075,1657,1000
WBGene00001490,248,166,239,412,179,130
WBGene00001491,3587,2467,2995,4278,2663,1625
WBGene00001492,384,230,357,406,228,77
WBGene00001493,5178,2973,3838,6538,3200,2195
WBGene00001494,585,373,514,584,431,242
WBGene00001495,199,90,164,168,151,99
WBGene00001496,4846,3292,3883,6618,3591,1886
WBGene00001497,3091,2226,2396,3712,2282,1233
WBGene00001498,2614,1812,2108,3250,1918,1149
WBGene00001499,2114,1452,1275,3269,1362,830
WBGene00001500,275,293,302,61,301,94
WBGene00001501,13123,9139,10960,7777,10300,4453
WBGene00001502,24272,13106,15715,19153,15837,9162
